gene,ko_l2_mean_70d,ko_l2_mean_115d
LINC02775,0.0004726765,0.00051687896
TCP11,0.00047254577,5.2912415e-05
BARX2,0.00047199416,0.00011966524
BHLHE40-AS1,0.0004717134,0.002347116
ARHGEF33,0.0004708071,0.0022688622
LINC00685,0.0004694981,0.007363851
FUT2,0.000468104,0.0010562129
PRDM6,0.0004677689,0.006092321
TMCO4,0.00046755892,0.0008300999
OTOF,0.0004670144,0.0014104217
PRICKLE2-AS1,0.0004663578,0.0006497225
MBNL1-AS1,0.0004661053,0.00022526932
OLFML3,0.00046573812,0.00027162835
ANKDD1B,0.00046570206,0.0014213296
SLC22A3,0.00046091387,0.0056142164
ADH6,0.0004607254,0.0010763318
NPIPB15,0.00045792805,0.00091829273
H2AC21,0.000457155,0.0004663831
LINC01821,0.00045671358,5.871203e-05
ACSL6-AS1,0.00045601028,0.00032635045
MIX23P5,0.00045600542,4.4234443e-05
TEKT5,0.00045593188,0.00026411077
SEMA3F,0.00045543603,0.0011315125
EXTL3-AS1,0.00045472145,0.0007074989
MIR137HG,0.00045350447,0.0049916855
FGD5,0.0004533316,0.00023377838
SLCO4C1,0.00045319495,0.00037561453
NYAP2,0.0004531778,0.0033528458
TDRD5,0.00045314705,0.00029407282
KCNK13,0.00045292106,0.00067739293
SELENOKP3,0.00045155923,0.000118706375
AKR1D1,0.00045146776,0.0003783032
LINC02742,0.000451266,0.000258085
LINC00051,0.000450947,3.6524623e-05
GATA6,0.00045018885,5.4476465e-07
ST8SIA6-AS1,0.00045011687,0.00010110918
PAX5,0.00044891966,0.0008368264
SLC22A20P,0.00044853435,8.0302474e-05
NIHCOLE,0.00044671464,0.000339518
LINC01013,0.0004466285,0.0007894544
GALR1,0.00044615273,0.0021996698
ADAMTS16-DT,0.0004441931,0.0015155921
DTHD1,0.00044299447,0.007994908
ADAMTS15,0.0004423753,0.0010924404
NKD2,0.00044161943,0.00045232536
FLI1,0.00044085085,0.00021346878
LINC02389,0.00043968653,0.0014186533
DLEC1,0.00043916446,0.0015105051
KC6,0.00043910628,0.00026539635
BMX,0.00043900663,0.00015852763
MAP2K4P1,0.0004389758,0.0002844369
ALOX12B,0.00043881833,0.00012807104
CHRNA1,0.0004359739,5.4476465e-07
PLGLB1,0.00043593865,0.00086591666
KCNC3,0.00043505282,0.0007025064
F2RL2,0.00043470424,0.00088713574
RNF17,0.00043343165,0.00045875515
UBL5P2,0.00043336328,0.00013444788
PSMD6-AS1,0.0004322104,0.00032317225
LINC01723,0.00043042746,0.00015520515
CCDC68,0.00043038704,5.4476465e-07
OPRD1,0.00043038637,0.00020460815
FER1L4,0.00042968162,5.0822473e-05
LINC02136,0.0004295232,0.00034729022
JAK3,0.00042940932,0.00036340288
SH3BP5-AS1,0.0004288231,0.0012542472
ZNF500,0.00042614582,0.0037724758
LINC01151,0.00042497975,0.00059157785
NGFR,0.00042474642,0.00082369166
TOB2P1,0.00042456688,0.000105264386
PRRG4,0.0004243568,3.935522e-05
TEX49,0.00042349577,0.00016698088
GFRA3,0.00042342965,0.00030172695
BMP5,0.00042276955,0.0014317825
PGM5P4-AS1,0.00042261416,0.00016161002
RPH3A,0.00042238113,0.0020712893
ANXA3,0.0004220323,0.0006545874
BEGAIN,0.00042195772,0.0016165106
IL4I1,0.0004215734,0.00022658249
CYP26C1,0.0004199654,0.0019143382
OAZ3,0.00041996175,0.00032763477
GREM2,0.00041971152,0.0011712769
BNC1,0.00041912508,0.00018820756
PRSS12,0.0004185089,0.0034306655
CFI,0.00041686755,0.0005779748
FAM111A-DT,0.00041653647,0.00084937405
PRX,0.0004158796,0.00039970127
CASC18,0.00041552892,0.0001281504
LIPH,0.00041445682,0.00018918536
BCO1,0.000413329,0.00070648134
ACTC1,0.00041320856,7.664553e-05
DLX5,0.00041105287,0.0014174355
FYB1,0.00040986913,0.00044001397
PRKG2,0.00040894363,0.00077314716
TEX41,0.00040871167,0.00062270823
CARM1P1,0.0004083103,0.0010368536
LINC01234,0.0004081371,0.00022656238
SYNPO,0.00040724687,0.00091043225
LINC01924,0.00040703162,0.000296571
ZNF775,0.00040579986,0.0031668355
ARHGAP29-AS1,0.0004044102,6.478549e-05
ECE2,0.00040230562,0.0010011139
CDH9,0.00040133242,0.0056594405
LRRC74B,0.00040058227,0.00063644786
DIO3,0.00040058023,0.00074363186
CARD14,0.0004003746,0.0004619034
SPATA3,0.0004002249,0.00019649552
XG,0.00040010837,0.0004699845
LYVE1,0.00039997225,0.00037705916
KCNJ3,0.0003999529,0.003064187
LINC02035,0.0003998178,0.00062127464
CDHR2,0.0003982567,0.00030500893
DNAJB4,0.00039763903,0.0034542126
KCNA2,0.00039606795,0.0014034379
NAMPT-AS1,0.00039577924,4.0380004e-05
PTH1R,0.00039421162,0.0005755895
IGIP,0.00039328777,0.0005560859
NINJ2,0.00039295756,0.00016894024
PCDH12,0.00039229958,0.00078531133
CRACR2B,0.00039201666,0.00014302503
ADAMTS19-AS1,0.0003900627,0.00089383574
LINC00551,0.00039002814,0.0003859427
LINC00581,0.00038999398,0.0009288879
PIGZ,0.00038989555,0.00093797914
HEATR6-DT,0.0003898252,0.00072877086
IGF1,0.00038980637,0.0012513115
CRACDL,0.00038947217,9.676212e-05
CYP19A1,0.0003891498,0.00010888654
HFE,0.0003882922,0.00066160917
LINC02362,0.00038719154,0.00061206095
C11orf42,0.0003864946,0.00022664963
SOS1-1,0.00038623984,0.047150902
PDIA3P1,0.000384001,0.0002761512
SLC4A1,0.0003836673,0.00010274987
CNGA1,0.00038283633,0.0005057595
LINC00626,0.00038183204,0.0002661701
HNF1A-AS1,0.0003817609,0.00010734327
CYB5R2,0.0003784491,0.0001259953
G0S2,0.0003773962,0.0018354944
HDAC11-AS1,0.00037698413,0.00017130608
XIRP2,0.0003760126,0.00029283582
LINC01440,0.0003755359,0.0009402609
RPLP1P13,0.0003730082,0.0004279636
MFFP1,0.00037281826,0.00016509468
BHLHE22,0.00037263034,0.006376907
MAGED4,0.0003716886,5.3169755e-05
MLKL,0.0003714856,0.0001378868
RGS4,0.0003712671,0.00011971596
AP1M2,0.0003711408,6.591143e-05
TACR2,0.00037113295,4.659051e-05
CNOT10-AS1,0.0003702331,0.00053885323
KDM7A-DT,0.00037009775,0.00028878727
SLCO1C1,0.0003700626,0.039811835
LINC02882,0.00036841907,0.00023647191
FER1L6,0.00036652735,0.00031885816
HTR5A,0.00036608014,3.0262374e-05
GTF2IP5,0.00036530447,5.4476465e-07
TMEM86B,0.0003652135,0.00068986195
AKR1C2,0.00036514804,0.00069100905
SERINC4,0.00036381913,0.00015908074
LINC01786,0.00036343755,0.0010092111
BEST4,0.00036261542,0.00081092014
CLN8,0.0003621188,0.003473463
MS4A13,0.000362104,0.00044271728
SPATS1,0.0003607968,0.00010148126
ART3,0.00036059442,0.00055592414
ALOXE3,0.00036058892,0.00018217931
SDR42E1,0.0003604197,4.338999e-05
NTRK1,0.0003603139,0.00043276485
LINC02262,0.00035973982,8.385112e-05
KLRB1,0.00035967826,0.0019239428
DAPL1,0.00035914782,0.00045964427
CACNG2,0.00035894694,0.0023248217
B3GALT5-AS1,0.0003584145,0.0007006878
MMP25,0.00035831792,0.00012011611
ADGRE1,0.00035815642,0.0005107493
WHAMMP3,0.00035714416,0.00045761923
TTC36,0.00035709055,0.00016236381
ARMC12,0.00035668132,0.00027955152
SH3RF2,0.0003554457,0.00023591433
SCN2A,0.00035493032,0.008198078
VTCN1,0.00035327076,7.097296e-05
HPN-AS1,0.0003528318,0.00043059015
OR51I2,0.00035173504,0.0004220549
PLBD1-AS1,0.00035161976,0.0004937477
SMTNL1,0.00035055433,0.00027349545
AWAT1,0.00034991815,0.00013968318
MYBPC1,0.00034872888,0.0008940126
RPP38-DT,0.0003485385,0.0005754083
ATP6V0D2,0.0003485088,0.00037805366
FZR1,0.0003477898,0.0011492555
TPTE2P4,0.00034742468,5.4476465e-07
PLCZ1,0.00034731958,0.0023482107
TRPM8,0.0003462374,0.0002936182
LINC02259,0.00034567987,0.00045888635
CBLN2,0.00034492527,0.002597568
SCML4,0.0003446802,0.0011142147
BET1-AS1,0.0003443395,4.0836792e-05
GTSF1,0.00034302907,5.4476465e-07
MYO1G,0.0003424275,0.00010374494
FAM21EP,0.0003414046,3.889836e-05
LINC02640,0.00034125266,4.168104e-05
RPL23AP87,0.00034113842,5.4476465e-07
ADGRD1,0.00034081354,0.0008091146
TTC39A,0.00034018155,0.0003877041
ZBTB42,0.00033968195,0.0005804457
TCF24,0.00033956,0.00040283197
MT1XP1,0.00033866713,0.00011037992
SMIM31,0.00033857088,0.00035287335
LINC02373,0.00033812065,0.00035511382
C9orf163,0.00033737705,0.00012650153
MIA,0.00033691706,0.0015082686
RN7SKP295,0.0003360575,0.00029140103
MIR548XHG,0.00033567715,0.00017811146
IL1R1,0.0003352774,0.00020615612
ANXA13,0.00033432982,0.00037051758
CCDC141,0.00033395228,0.00079784694
HKDC1,0.0003338622,0.0045286594
ATP1B3-AS1,0.00033339337,0.00031821482
GUCY2C,0.00033334308,0.00026252432
HIPK1-AS1,0.00033326904,0.00012538476
LINC00640,0.000332791,0.00040195964
NAPSB,0.00033141344,0.0063641937
NR5A2,0.00033042015,0.0003007125
MIR7-3HG,0.00033040333,0.00034138947
GABRR2,0.00033015964,0.00039868135
LTBR,0.00033001998,0.00040477433
SLC44A4,0.0003298647,4.5290883e-05
ZNF341-AS1,0.0003290956,0.00021175995
CLCN1,0.00032901473,0.00010969734
WARS2-IT1,0.00032885862,0.0033755742
DDX43,0.0003278028,0.00041691787
PLEKHD1,0.00032751,0.00011917942
WNT10B,0.00032726978,0.0007002867
RPL4P4,0.00032686666,4.7202448e-05
TPH2,0.00032537404,0.00044848805
FGF22,0.00032439086,0.0005481365
OPLAH,0.00032424115,0.0008312291
TOGARAM2,0.00032411044,0.002922353
GREM1,0.000323669,5.6314595e-05
GLP1R,0.00032358713,0.00041035426
DNAJC28,0.00032278075,0.00030699302
ALDH1L1,0.00032275682,0.0015351583
TPTE2-AS1,0.00032212038,0.00013239746
LILRB3,0.00032188793,0.00011823248
RPS2P41,0.00032134732,4.053928e-05
ADRA1D-1,0.00032130347,0.0030697405
ZNF114-AS1,0.00032088856,0.00011914723
BEST3,0.00032078716,0.00020831164
NCF2,0.00031985843,7.5261036e-05
FLJ12825,0.00031972982,0.00018074964
ABCA4,0.00031965008,0.0003440959
CHRD,0.0003190311,0.0013375074
HSPD1P4,0.00031846826,0.00016185669
LINC02691,0.00031777666,0.00026641297
CSPG4,0.00031759983,0.0005033128
CTSS,0.00031744095,0.0005907606
ITIH6,0.00031706088,5.4476465e-07
HTR1E,0.00031659895,0.0009926609
ONECUT1,0.00031627982,0.00031054977
LINC02398,0.00031593727,0.0005943173
SLC18A1,0.00031571343,8.1251965e-05
LINC02109,0.00031511864,0.0004276862
LINC02698,0.00031443997,0.0007699976
CD99,0.00031409945,0.01479963
ISLR,0.00031402678,0.00042743853
AGXT,0.00031341537,0.006547061
TNN,0.00031330675,5.2397725e-05
MARVELD3,0.00031286926,0.00049067946
LINC02558,0.0003125977,9.650497e-05
CDH19-1,0.0003124033,0.0076015918
LAMC2,0.00031186405,0.00028163573
FGF13-AS1,0.0003117511,0.0004006925
JAKMIP3,0.00031081963,0.0013818792
HSD11B1,0.000309859,0.0005558432
LINC01162,0.00030921935,0.00027623976
EFCAB8,0.00030894292,0.00018606667
UCMA-1,0.00030880698,5.4476465e-07
LINC02058,0.00030847508,0.00035207777
SUSD3,0.0003083856,5.3267726e-05
FER1L6-AS2,0.0003083527,0.00030615187
LRTM1,0.00030794248,0.0013928103
TEX45,0.0003079007,8.4652806e-05
PCDH9-AS4,0.0003076421,0.0026236165
PROKR2,0.00030692632,5.4476465e-07
DBX2,0.00030616653,0.0010603907
LINC02752,0.00030608385,0.0002398714
GPR149,0.0003045987,0.0019239449
TEX48,0.00030439105,5.3057276e-05
CLEC2L,0.00030336992,0.0010593589
CYP27B1,0.00030311654,6.6027475e-05
CCL4L2,0.0003030654,0.00014093494
LINC02003,0.00030288118,0.00059463753
ITPKA,0.00030177968,0.0005864997
KCNAB1,0.00030092514,0.00071849226
GDF5,0.0003008807,3.8055812e-05
FOXD3-AS1,0.0003000683,6.927096e-05
LINC02149,0.0002997248,0.00014103888
LINC00703,0.00029924038,0.00019435662
PABPC1P4,0.00029835818,3.729751e-05
NPSR1,0.00029811714,0.0006075629
LINC02054,0.0002980247,0.0003106606
SLC5A3,0.00029801438,0.008353219
COX15,0.00029668925,0.004830554
GIPR,0.00029626398,0.00013640091
FCGR2A,0.00029584306,8.473583e-05
COX7A1,0.00029581154,0.00094472786
CCL4,0.00029535516,0.0003262144
COMP,0.0002951748,5.4476465e-07
DCDC2C,0.00029501173,0.00056084734
CLIC6,0.00029488228,0.0004620664
BRDT,0.00029387476,0.00019593316
QRFPR,0.00029364237,0.00052050094
SP9,0.00029351973,0.0008334119
IL20RB-AS1,0.00029216704,0.00034873042
TGFBI,0.00029167012,0.002251265
LINC02842,0.00029110367,0.00023052591
TDH,0.00029094508,0.0005106151
ZC2HC1B,0.00028898212,0.0011724087
SDK1-AS1,0.00028846678,0.0002600364
ITCH-AS1,0.0002883207,0.0013039599
RHOXF1P3,0.00028823008,0.00019660623
MCOLN2,0.00028780138,0.000120126446
SLC25A34-AS1,0.00028586452,0.00015782902
SLC22A2,0.00028573282,0.00016690422
MGC4859,0.000284545,3.840144e-05
MOS,0.00028390047,5.4476465e-07
ZNF676,0.00028258955,8.780142e-05
IGF2,0.00028159327,0.00063361414
CORO2A,0.00028140325,0.0008100373
INCA1,0.00028076133,0.0005514335
RPS4XP11,0.0002807198,8.201789e-05
LIPC,0.0002804872,0.00012700538
IKBKE,0.00028015792,0.00043683004
LINC02202,0.00027929226,0.00010141959
LINC01947,0.00027918187,0.00014442213
NGF-AS1,0.00027872683,5.0768245e-05
XDH,0.0002786568,3.164736e-05
IGLV10-54,0.00027806588,0.00020055078
RAX,0.0002776795,5.470864e-05
LINC01501,0.00027660758,0.00010255117
LINC01411,0.00027658924,0.00033804335
LINC02645,0.00027624948,0.00023002987
AKR7A3,0.00027600658,0.0006058043
LINC01727,0.0002759798,0.018208273
CPLX4,0.00027590792,2.7206279e-05
LINC01205,0.0002758835,0.00012916786
PAQR9,0.00027440587,0.00011148772
TRPV4,0.00027391562,0.00010067805
LINC01415,0.0002734074,0.0003743177
LINC00470,0.00027327452,0.0005844591
LINC02770,0.00027269736,0.00041874705
MARCHF11,0.00027209186,0.002317042
MYH15,0.00027095477,0.00032812095
TSGA13,0.00026936134,0.00015005775
GPC5-AS2,0.00026918162,0.0035032423
RPE65,0.00026885926,0.0007896318
SLFN11,0.00026845402,0.0008401638
MYO7B,0.00026843292,7.8291996e-05
LINC00237,0.00026810652,4.8054688e-05
GLRA3,0.00026786164,0.0008245856
OIT3,0.00026557586,0.0002850597
CD2BP2-DT,0.00026529795,5.4476465e-07
ESM1,0.000264946,0.0007301045
PCDHA4,0.0002647305,0.034497883
CFAP107,0.0002645093,0.0016275422
CREB3L1,0.00026424578,0.0012618635
NPFFR2,0.00026373164,0.00023415733
LINC02675,0.00026354557,3.0389128e-05
KCNG2,0.0002631363,0.0002509964
CT66,0.00026310387,0.0002808218
TACSTD2,0.00026301743,0.00024153014
LINC02346,0.00026290523,0.00014792608
LINC02449,0.00026270826,0.0014064467
DSP,0.00026260436,8.6052045e-05
SLC30A8,0.00026185313,0.00038798235
LINC02864,0.00026138598,5.4476465e-07
LYPLAL1-DT-1,0.0002599924,0.0012304065
MMP25-1,0.00025926012,0.0007549169
ITIH2,0.0002585966,0.00027435372
LINC01393,0.00025828838,7.9025056e-05
CFAP141,0.0002571729,0.00075957447
C5orf47,0.00025662023,0.00023605718
GABRR3,0.00025659287,5.4476465e-07
GHRH,0.0002561202,4.4606582e-05
TAMALIN,0.00025556204,0.000113261936
NT5E,0.00025528792,0.00030188804
PLN,0.00025475564,0.0009133871
UNC93B1,0.00025469557,0.0007725906
SLC6A7,0.00025362958,0.0014524008
SMASR,0.0002535084,3.291253e-05
LRRC56,0.00025317146,0.00038906114
PLAC8,0.000252006,0.0006390448
OSTN,0.0002515511,0.00045002712
LINC02087,0.0002515147,0.0002402421
SNPH,0.0002511209,0.00095720065
SETBP1-DT,0.00025077222,0.0002876778
COL1A1,0.00025058858,0.00066692114
PSMA8,0.00025057228,0.00024537847
FAM83H,0.00025042475,0.0005709803
INHA,0.00025018115,0.00033584714
H2BC17,0.00025000266,7.167429e-05
MARVELD2,0.00024993398,0.0013682082
LINC01659,0.00024924322,0.00023305995
LINC02671,0.00024902032,5.116876e-05
RBM46,0.00024867462,4.260929e-05
TMEM52B,0.00024866595,0.00016487767
LRRC46,0.0002485429,0.0012592344
CLDN19,0.00024844217,6.2188774e-05
LIM2,0.00024756088,5.4476465e-07
KMO,0.0002474959,5.0568964e-05
IGFBP3,0.00024722354,0.0008879545
PCDHGB4,0.0002466464,0.060646597
IQCM,0.00024501933,0.00038025447
SLC14A2-AS1,0.0002438952,0.00059866725
ANPEP,0.00024388355,2.7428943e-05
DEFA6,0.00024270543,0.00011300657
HAS3,0.0002424452,0.0007798254
SCGN,0.00024214537,0.000488583
ALOX5,0.00024204157,0.00030292443
LINC01807,0.00024172741,0.00085339684
RPL21P136,0.00024164488,5.727119e-05
GATA2-AS1,0.00024116729,0.00013778526
LINC01591,0.00024100789,0.0001445901
ASB17,0.00024013939,9.432266e-05
GJD2,0.00024006853,0.001071943
ZNF700,0.00023999698,0.0075469823
LINC00922,0.00023982079,0.00041728592
SCARA5,0.00023923919,0.00012547671
SIX6,0.00023907972,5.4476465e-07
HOATZ,0.0002386935,0.0027200112
LRRC2,0.00023785203,0.0010143598
RNVU1-27,0.0002377131,2.4501818e-05
RASL11A,0.00023729447,0.00019564264
TEKTIP1,0.00023704564,0.0003126893
LINC02074,0.000236521,0.00024094833
LINC02355,0.0002358255,0.00031249272
YBX1P10,0.00023573307,4.029224e-05
ESRRAP2,0.00023501723,0.00013719883
LINC01554,0.00023486238,3.5909277e-05
POU2F3,0.00023472974,0.00015968597
IFNG-AS1,0.00023471758,0.00019581926
LINC00652,0.00023413762,5.4476465e-07
LINC00987,0.00023321129,0.00018498015
LINC00326,0.0002327119,0.000105220046
ABHD17AP6,0.00023229772,5.4476465e-07
KCNE2,0.00023199095,0.00017219364
DPYS,0.00023181821,0.0002543629
TXK,0.00023173176,0.0009961608
FAM177B,0.00023167604,0.0001303558
PLSCR2,0.00023147352,9.599414e-05
MCHR1,0.0002314647,0.0002491932
LINC00299,0.00023140186,0.0017003206
SLC24A4,0.00023137286,0.0006966448
CDKN2A,0.0002310268,3.5745783e-05
SLCO6A1,0.00023096331,0.00015698574
MUC4,0.00023020178,0.00022989654
LINC02028,0.00022965981,0.00011495223
RNU1-1,0.00022964017,7.1573144e-05
TMEM26,0.00022934245,0.0002662808
COX7B2,0.00022925739,0.0002015808
SLC45A2,0.00022912175,0.0005941037
RPL21P44,0.00022910174,0.0007261436
ITPK1-AS1,0.0002290413,0.00061228336
EXOC3L2,0.00022844871,0.00015040308
RAB19,0.00022842643,0.00010341563
RHAG,0.00022678792,5.736356e-05
ANXA1,0.00022661958,0.003670179
LRRTM4-AS1,0.00022636678,0.0003322233
GTF3C2-AS1,0.0002262876,0.0003411145
LINC00463,0.00022596018,5.4476465e-07
PAH,0.00022580574,0.00041648216
PTGER3,0.00022549494,0.001627521
MPP7-DT,0.00022518913,0.00011037119
ABCC11,0.00022490443,0.0007108085
LINC01574,0.0002246386,9.430005e-05
TAC3,0.00022462406,9.983562e-05
MTARC1,0.00022407701,0.0027889968
RN7SL263P,0.00022370767,0.00039222057
NAALADL2-AS1,0.00022255456,0.00042527795
NR1H4,0.00022198206,0.0007023176
LINC02270,0.00022184441,0.00020005558
PPEF2,0.00022165343,3.1870517e-05
AGAP12P,0.00022135391,0.00030823966
LINC02539,0.00022087565,4.2808846e-05
LINC01378,0.00022072364,0.00021897278
FAM180A,0.00022018261,0.00016318222
AIFM3,0.00022011339,0.0001666011
WDFY3-AS1,0.00022011134,0.001871385
WFIKKN2,0.0002194233,0.00017699544
POPDC3,0.00021915819,0.00012271052
LINC02661,0.00021901075,5.657454e-05
HERC2P10,0.00021851383,0.00018881458
AKAIN1,0.00021834455,0.0003793025
GGTA2P-1,0.00021829999,4.5629782e-05
NUS1P2,0.00021757181,0.00020860213
ANO7L1,0.00021745382,1.9618396e-05
WIF1,0.00021739061,0.0018360439
CCDC172,0.00021738713,0.00012070282
MORC1,0.0002173515,0.00010288036
PM20D1,0.00021733156,0.0011672144
LINC00609,0.00021718198,0.0099981725
ZBTB20-AS4,0.00021683444,0.00022595178
GCSAML,0.00021671926,0.00017553386
VSIR,0.0002165541,0.0010086114
SLC5A4,0.00021580435,0.00017079119
OR9K1P,0.00021576269,0.000110918314
COL10A1,0.00021566868,0.0009581251
PDE6G,0.0002149718,4.1009294e-05
RPL24P4,0.00021490671,5.4476465e-07
TM4SF18,0.00021379058,0.0003758806
POM121L2,0.00021229466,8.711298e-05
GPR18,0.00021212842,0.00036199932
LINC02580,0.0002120012,0.00018784057
P2RX6,0.00021190569,0.00028104812
C8orf89,0.00021179057,0.000267873
SLC26A4,0.00021177102,0.00058708113
ADGRG5,0.00021135114,0.00011842407
NLRP12,0.00021114836,0.00019771732
APOBEC3F,0.00021057254,0.00024280319
ACKR4,0.00021044421,0.0015844682
RPS4XP13,0.00020967404,5.461861e-05
ANKRD26P1,0.00020913001,5.4476465e-07
RIPOR3-AS1,0.0002087257,0.00043491914
FKBP10,0.00020849462,0.0114364
LINC02030,0.00020826994,0.0025764194
RPL23P2,0.00020810317,3.495454e-05
LINC02427,0.00020763974,0.00094824634
RPS7P10,0.00020729775,0.0001109895
ITGA10,0.00020708136,0.00016653578
LINC02868,0.00020676925,0.00012491418
OR2A9P,0.00020673483,2.1740776e-05
LINC02080,0.00020663379,0.00013491775
SOX14,0.00020548685,5.4476465e-07
SRL,0.00020505783,0.00042004616
MEP1B,0.00020493768,0.0016319569
LINC00589,0.00020486637,7.343067e-05
PKLR,0.00020461732,0.0003197423
GPR20,0.00020441154,5.4476465e-07
C8orf34-AS1,0.00020395647,0.0013618249
LY86-AS1,0.00020384706,5.4476465e-07
C1orf167,0.00020358256,0.00021318396
VSX2,0.00020356366,0.00019613688
PLIN4,0.00020279251,0.00066032156
BMP3,0.00020227204,0.0007394475
LPAR3,0.00020220251,0.001240781
SAMD12-AS1,0.0002016689,0.00035385677
LGR6,0.00020105248,0.0044178097
DAAM2-AS1,0.00020059802,0.0008153269
LINC00658,0.00020046027,5.4476465e-07
CYP4F24P,0.00020046023,5.4476465e-07
DM1-AS,0.00020027421,0.00033062714
ZSWIM8-AS1,0.00019989307,0.00047164276
CD5,0.00019986724,4.1549727e-05
GBGT1,0.00019950686,0.00024524634
SLC32A1,0.00019874184,0.00043509388
MYOCOS,0.00019825368,0.0001495489
VN1R76P,0.00019804714,5.4476465e-07
GRAMD2A,0.00019803189,0.00050716806
CLPSL1,0.0001980305,0.00015133973
C3orf49,0.00019753353,0.00068121694
GLB1L3,0.00019751005,0.00029087372
TEX46,0.0001972605,8.0425765e-05
LINC02745,0.00019715076,5.4476465e-07
P3R3URF-PIK3R3,0.00019707164,9.045058e-05
SYK,0.0001969374,0.0001666842
CRAMP1,0.00019586089,0.011423515
LINC01221,0.000195344,3.3092732e-05
PRSS50,0.00019525751,0.00021229355
NOP9,0.00019478645,0.0009534891
LCP2,0.00019474229,0.0006063859
PRDM1,0.00019448518,0.00020107691
IZUMO2,0.0001940239,3.781201e-05
TEKT4P2,0.0001934063,5.4476465e-07
DAZL,0.00019335726,0.00025699052
C1orf100,0.0001925316,0.00011744839
SPATA18,0.00019241762,0.00068665086
SYP-AS1,0.00019200852,5.75331e-05
LINC01707,0.00019181693,9.293062e-05
LRP5-1,0.00019169235,0.0134605765
CARTPT,0.00019133583,5.4476465e-07
SPINK4,0.00019050397,3.9310333e-05
PTGS1,0.00019035718,6.900045e-05
CES3,0.00019029237,0.00011980594
NFS1,0.00019029123,0.0021367203
TRP-AGG2-6,0.00019028617,0.00048521574
CLRN1-AS1,0.00019002185,0.0006402401
DNAJC5G,0.0001895639,5.4476465e-07
BNIP3P11,0.00018953586,5.4476465e-07
ANXA10,0.00018952198,0.00029123985
KLHL41,0.00018900365,0.0004262451
TRIM38,0.00018857294,0.00010875113
TP73,0.00018826754,0.00035604133
ZPLD2P,0.00018823189,5.4476465e-07
KCNK5,0.00018755387,4.9976046e-05
MTND6P21,0.00018733845,5.4476465e-07
LINC02224,0.000186356,0.0003071618
LINC01697,0.00018601348,0.0001573427
LINC02378,0.0001858283,0.0001885668
BNC2-AS1,0.00018580732,5.4476465e-07
NLGN4Y-AS1,0.00018546553,0.00012034655
STX11,0.00018510198,0.0001351777
LOXL4,0.00018482344,0.0002724503
SLC19A3,0.00018477105,0.00034968354
ZNF385D-AS2,0.00018467191,0.0004131651
SLC6A5-1,0.00018447424,0.0005476726
LINC01719,0.00018402202,0.0010753646
UBE2Q2P16,0.00018372232,0.00031790495
CCDC39-AS1,0.00018305518,5.1346204e-05
KCNJ16,0.00018282083,0.002351199
IRX4,0.00018265584,0.0002583827
TNFAIP6,0.00018241245,0.00018334192
EIF2AK3-DT,0.00018241227,7.597805e-05
HTRA4,0.00018231534,8.3900195e-05
LINC02471,0.00018214405,0.0002528638
SUMO2P16,0.00018161412,4.8420505e-05
MIR3976HG,0.00018131256,2.0108477e-05
VWA8-AS1,0.00018057204,0.00014485302
RNA5SP437,0.00018002639,5.4476465e-07
LNCAROD,0.00017965809,0.00043268412
LINC01495,0.00017930199,4.365329e-05
LINC02884,0.0001792522,5.4476465e-07
PCDHGA3,0.00017918144,0.0010848631
LINC02730,0.0001790164,5.4476465e-07
C1orf162,0.00017862533,0.00017582347
GTSCR1,0.00017852,0.00012407578
LHFPL1,0.00017808678,0.00012190043
ANKRD36BP2,0.00017766624,9.111412e-05
TRDN-AS1,0.00017752641,0.0001389327
RGPD3,0.00017718463,0.00014024657
CYP2G1P,0.00017718319,0.00012964537
LINC00111,0.00017696826,5.4476465e-07
PPIAP72,0.00017689964,5.4476465e-07
SDAD1-AS1,0.00017668994,0.0001330902
TPPP2,0.00017643027,1.2800973e-05
LINC02298,0.00017594648,0.00026260942
MMRN2,0.00017572872,0.0014518037
SEC62-AS1,0.00017550742,0.00058493734
PIWIL3,0.00017534259,0.00012120326
FNDC7,0.00017520833,0.0005770977
RAB13,0.00017518962,0.00223175
LIMD2,0.0001748103,0.005185631
LINC02296,0.00017464413,0.00025672527
AJM1,0.00017457416,0.0008352614
ARID3C,0.00017436098,0.00016751121
LINC02046,0.00017404393,0.0001963248
LINC02405,0.00017383033,0.000217641
PRODH,0.00017376951,0.0001562499
IDO2,0.0001732168,4.370241e-05
MAP4K1,0.00017292239,0.00027771766
LINC02193,0.00017288912,0.00075544184
ARSI,0.0001727841,0.00011450397
TMIGD1,0.00017269155,5.4476465e-07
RET,0.00017251556,0.000201016
LINC02178,0.0001722854,5.4476465e-07
ANKRD18DP,0.00017201382,5.4476465e-07
PTGER4,0.00017118342,5.4476465e-07
LINC00927,0.00017054605,0.00029113566
TRPM2-1,0.00017053878,0.0005624555
CD40,0.00017049852,0.00016843676
MIF4GD-DT,0.00017043804,0.00023737994
CYS1,0.00017026722,0.00047365305
LINC01967,0.0001701872,0.00034088598
LAMP3,0.00016982794,0.00026734962
LINC02749,0.00016970301,2.9111703e-05
LOXHD1,0.00016939621,5.4476465e-07
AHNAK2,0.0001689772,0.00038196586
SKOR2,0.00016816902,0.0013034153
BAALC-AS2,0.00016768526,0.00011761561
CCR6,0.00016738722,0.000118111144
