gene,pearson_r,pval,padj,abs_r
CDCA3,-0.2071404606103897,1.653994992707542e-34,1.5938786362418256e-32,0.2071404606103897
CCNA2-1,-0.20660805702209473,2.458621293626685e-34,2.324556849502513e-32,0.20660805702209473
RPS6,0.20605254173278809,3.713764227688765e-34,3.446235656471926e-32,0.20605254173278809
BIRC5,-0.2051810771226883,7.07568321242577e-34,6.44659065044828e-32,0.2051810771226883
NMU,-0.204731285572052,9.85741513849012e-34,8.820626296245355e-32,0.204731285572052
EXT1,-0.20453263819217682,1.1409044244231662e-33,1.0029951001376291e-31,0.20453263819217682
GAPDH,0.20314499735832214,3.1541631206403536e-33,2.725088171987726e-31,0.20314499735832214
PRC1,-0.20263910293579102,4.5613101519456424e-33,3.8740212154914604e-31,0.20263910293579102
PRR11,-0.20253431797027588,4.922878611963953e-33,4.111424120758561e-31,0.20253431797027588
RANBP1,0.201926127076149,7.658545629159808e-33,6.291306909462263e-31,0.201926127076149
CDON,-0.2010200023651123,1.47552350280037e-32,1.1925561729891378e-30,0.2010200023651123
TOP2A,-0.20054808259010315,2.073624506499225e-32,1.649354349534542e-30,0.20054808259010315
SLC17A3,0.2004321813583374,2.2540747503096897e-32,1.7648700896565398e-30,0.2004321813583374
LINC01965,-0.1998623013496399,3.394873941677071e-32,2.6171866648836618e-30,0.1998623013496399
GLI3,-0.19935819506645203,4.8719212514529757e-32,3.698969301671343e-30,0.19935819506645203
RBP1,-0.1985805332660675,8.489390981666731e-32,6.349304210318207e-30,0.1985805332660675
KIFC1,-0.1973756104707718,1.997891686428689e-31,1.4722698883373766e-29,0.1973756104707718
VCAM1,0.1970096081495285,2.5882054121310655e-31,1.879637292780981e-29,0.1970096081495285
ROBO2,-0.19689032435417175,2.8157343491296776e-31,2.0156635462126878e-29,0.19689032435417175
MAML3,-0.19551268219947815,7.421684864261941e-31,5.238037021805153e-29,0.19551268219947815
SLC35F1,-0.1950988471508026,9.915777021409954e-31,6.901105368650733e-29,0.1950988471508026
TUBA1C,-0.19444498419761658,1.5651352425664144e-30,1.0743688630822331e-28,0.19444498419761658
CKAP2,-0.19439701735973358,1.6183245678903037e-30,1.0958681634727448e-28,0.19439701735973358
NR2F2-AS1,0.1934410035610199,3.144424624775492e-30,2.1008949059666655e-28,0.1934410035610199
UHRF1,0.19129842519760132,1.3758624643329875e-29,9.071640537858685e-28,0.19129842519760132
NUF2,-0.1889996975660324,6.575215756557112e-29,4.279013786507492e-27,0.1889996975660324
KIF23,-0.18878677487373352,7.592665453802126e-29,4.8778008447439046e-27,0.18878677487373352
TUBB4B,-0.1886073648929596,8.570102803669149e-29,5.436048753061532e-27,0.1886073648929596
LINC01551,-0.1885489523410797,8.914510819224318e-29,5.553598457181501e-27,0.1885489523410797
TTK,-0.1885385811328888,8.977079924799473e-29,5.553598457181501e-27,0.1885385811328888
CDCA2,-0.1881868690252304,1.1377368028037791e-28,6.952681852255778e-27,0.1881868690252304
TACC3,-0.18734192848205566,2.0064619744958607e-28,1.211371199301055e-26,0.18734192848205566
TYMS,0.1865244358778,3.4649824452859896e-28,2.067027027777154e-26,0.1865244358778
JUN,-0.18488729000091553,1.0270121495663678e-27,6.05453868409067e-26,0.18488729000091553
PTMS,-0.18468187749385834,1.1761747050937107e-27,6.853269124679748e-26,0.18468187749385834
SLIT2,-0.1844961792230606,1.329401573619218e-27,7.657047454489542e-26,0.1844961792230606
TRPM3,-0.18333283066749573,2.8546890154370582e-27,1.6255507564039886e-25,0.18333283066749573
NKAIN3,-0.18289771676063538,3.7942721256547635e-27,2.136303103556856e-25,0.18289771676063538
GREB1L,0.18190617859363556,7.2371081398582e-27,4.029460987647715e-25,0.18190617859363556
CDH18,-0.18051476776599884,1.7798990509885428e-26,9.80118037857537e-25,0.18051476776599884
EPHA7,-0.18035858869552612,1.9681916353649792e-26,1.072022639653686e-24,0.18035858869552612
CCNA2,-0.17898054420948029,4.7608840376684513e-26,2.56524622717813e-24,0.17898054420948029
MID1,-0.17843273282051086,6.750410281856713e-26,3.598543183232339e-24,0.17843273282051086
HECW1,-0.1783534288406372,7.099738367053257e-26,3.7449251534004076e-24,0.1783534288406372
MAGI1,-0.178175687789917,7.949067833782181e-26,4.1492478036544284e-24,0.178175687789917
RSPO3,-0.17730477452278137,1.380486693747221e-25,7.131565796254973e-24,0.17730477452278137
XYLT1,-0.17475625872612,6.830346520205401e-25,3.492537389056047e-23,0.17475625872612
PDZRN4,0.17466068267822266,7.2490400825874365e-25,3.669185843822793e-23,0.17466068267822266
SFRP1,-0.1741923987865448,9.69754271291057e-25,4.859438653439486e-23,0.1741923987865448
KIF4A,-0.17402689158916473,1.074593737220007e-24,5.331474472484609e-23,0.17402689158916473
KNL1,-0.17305412888526917,1.9605730662021176e-24,9.631795720332167e-23,0.17305412888526917
SHROOM3,-0.17229214310646057,3.1323634472458327e-24,1.5239100227329e-22,0.17229214310646057
SOX2-OT,0.1706722378730774,8.420942972205257e-24,4.0574370417038986e-22,0.1706722378730774
TMTC2,0.17023363709449768,1.0988062335171343e-23,5.243921939194628e-22,0.17023363709449768
PIMREG,-0.16867071390151978,2.819669161269437e-23,1.3329586950114292e-21,0.16867071390151978
HJURP,-0.16760611534118652,5.33009601408785e-23,2.496178609962076e-21,0.16760611534118652
SFRP2,-0.16754715144634247,5.520751272847723e-23,2.5615263544666608e-21,0.16754715144634247
TCF7L2,0.16721276938915253,6.736735612420907e-23,3.097044234297354e-21,0.16721276938915253
HSPB1,-0.1671648621559143,6.931397227786058e-23,3.1575665007669037e-21,0.1671648621559143
CDC25C,-0.16529887914657593,2.088438181831405e-22,9.428075431673127e-21,0.16529887914657593
AURKB,-0.16353055834770203,5.869664831237746e-22,2.6261509347618163e-20,0.16353055834770203
KIF11,-0.16339966654777527,6.333365159792516e-22,2.8085391872318845e-20,0.16339966654777527
COL4A6,-0.16295453906059265,8.198344908718988e-22,3.6036759945255134e-20,0.16295453906059265
COL4A5,-0.1624719202518463,1.083681806549617e-21,4.722025680539244e-20,0.1624719202518463
LINC01414,0.16239099204540253,1.135493940047528e-21,4.905138046188071e-20,0.16239099204540253
TLE4,-0.16202867031097412,1.3991540520089338e-21,5.99244526035621e-20,0.16202867031097412
CDK1,-0.16157567501068115,1.815287782987523e-21,7.708819559788541e-20,0.16157567501068115
CPNE8,0.1613761931657791,2.0353444710491354e-21,8.570681633972452e-20,0.1613761931657791
DEPDC1B,-0.16107618808746338,2.4168636949526656e-21,1.0092419979506505e-19,0.16107618808746338
ID1,-0.16059505939483643,3.1813725823198376e-21,1.31750892644667e-19,0.16059505939483643
GPC6,-0.16049709916114807,3.3641254711034118e-21,1.3817731750573112e-19,0.16049709916114807
TNC,-0.16041749715805054,3.5202425719975216e-21,1.4341410998601285e-19,0.16041749715805054
NDC80,-0.15954449772834778,5.7805183070146965e-21,2.3359820351976324e-19,0.15954449772834778
CADPS,-0.15895095467567444,8.08573133476504e-21,3.2414079774806094e-19,0.15895095467567444
SVIL,-0.1581873893737793,1.2427973725800905e-20,4.942585423808598e-19,0.1581873893737793
NTRK3,-0.15787672996520996,1.479406048821571e-20,5.837247016255821e-19,0.15787672996520996
NR2F2,0.1575525999069214,1.7737531113926563e-20,6.943966282178594e-19,0.1575525999069214
CCNI,-0.1570410430431366,2.3600931104096223e-20,9.167772539738463e-19,0.1570410430431366
NUSAP1,-0.15603506565093994,4.127020305161487e-20,1.5908075960895547e-18,0.15603506565093994
ERBB4,0.1556917130947113,4.990095672499446e-20,1.9088068255644827e-18,0.1556917130947113
TUBB3,0.1554991900920868,5.549715136560144e-20,2.1067895870684004e-18,0.1554991900920868
HMGA2,-0.15547096729278564,5.636802628679779e-20,2.1237607497980733e-18,0.15547096729278564
KIF18B,-0.15502452850341797,7.208273072469127e-20,2.695571370607671e-18,0.15502452850341797
ANXA2,-0.15471188724040985,8.559226989694779e-20,3.1770582552118917e-18,0.15471188724040985
MIS18BP1,-0.154572993516922,9.236941019180565e-20,3.403405253464251e-18,0.154572993516922
FBXL7,-0.15432947874069214,1.0555427504717981e-19,3.8608209654118105e-18,0.15432947874069214
HSPA1B,-0.15331564843654633,1.8353702536160286e-19,6.664521986137623e-18,0.15331564843654633
ECT2,-0.1528034210205078,2.4237589928583465e-19,8.73773835482962e-18,0.1528034210205078
MOXD1,-0.15278419852256775,2.4491387119396493e-19,8.758914664691171e-18,0.15278419852256775
GAS1,-0.15277259051799774,2.4645918334094094e-19,8.758914664691171e-18,0.15277259051799774
BUB1B,-0.1523236334323883,3.1421834753748013e-19,1.1088367179650091e-17,0.1523236334323883
PID1,0.15174144506454468,4.3007946940154825e-19,1.507082672147663e-17,0.15174144506454468
PLEKHA5,-0.15171962976455688,4.351573227796687e-19,1.5142870447561947e-17,0.15171962976455688
NOTCH2,-0.151676207780838,4.4544130591888005e-19,1.5393837130755227e-17,0.151676207780838
PGM5-AS1,-0.15133553743362427,5.349022182622636e-19,1.8358869970631526e-17,0.15133553743362427
NELL2,0.15062282979488373,7.8337455326562795e-19,2.670401283274872e-17,0.15062282979488373
SGO1,-0.1505310833454132,8.226994296598975e-19,2.785504622990369e-17,0.1505310833454132
DAB1,-0.14898908138275146,1.8654277298473252e-18,6.273596210916071e-17,0.14898908138275146
LHFPL6,0.1476411074399948,3.788944910770693e-18,1.265760196524796e-16,0.1476411074399948
FRMD5,-0.14589953422546387,9.373367352039187e-18,3.1105923047065144e-16,0.14589953422546387
LRRTM3,-0.14416728913784027,2.282726885684074e-17,7.525489752738747e-16,0.14416728913784027
FGF8,-0.14402219653129578,2.4582100972275005e-17,8.051039736736604e-16,0.14402219653129578
TMSB10,0.14395172894001007,2.5481725135769997e-17,8.291488613983341e-16,0.14395172894001007
NEDD4L,-0.14266113936901093,4.9062009041564986e-17,1.5861272729502074e-15,0.14266113936901093
CDH8,0.14217227697372437,6.278244851468037e-17,2.0166849327375857e-15,0.14217227697372437
SEZ6L,-0.1420942097902298,6.529885317446009e-17,2.084156390173373e-15,0.1420942097902298
TMEM132B,-0.1416216492652893,8.279714674538123e-17,2.6259272300069958e-15,0.1416216492652893
TMSB15A,0.14146950840950012,8.935883006251477e-17,2.8162081600205124e-15,0.14146950840950012
TMTC1,-0.14128512144088745,9.800120384341485e-17,3.069275202870949e-15,0.14128512144088745
BACH2,-0.1401018500328064,1.7671221519686119e-16,5.500030499077463e-15,0.1401018500328064
IL1RAPL1,-0.13974110782146454,2.1129536658159753e-16,6.535809147780156e-15,0.13974110782146454
IL17RD,-0.13944832980632782,2.4419691496945675e-16,7.507182459582502e-15,0.13944832980632782
FOXP1,-0.13934819400310516,2.5656981670189343e-16,7.839459460324317e-15,0.13934819400310516
LINC00621,-0.1389979124069214,3.049089756310752e-16,9.259993193256471e-15,0.1389979124069214
HS6ST2,-0.13866478204727173,3.5915942705414e-16,1.0841854752821057e-14,0.13866478204727173
SLC8A1,0.1375640630722046,6.152388267329321e-16,1.84608488668187e-14,0.1375640630722046
PIP5K1B,-0.1367136538028717,9.297248060386277e-16,2.773125597059264e-14,0.1367136538028717
DNAJB1,-0.13659046590328217,9.86815151849247e-16,2.9259945123766726e-14,0.13659046590328217
LINGO2,-0.13621443510055542,1.1832952541425823e-15,3.4879367755932235e-14,0.13621443510055542
GRID1,0.13617929816246033,1.2035121483539446e-15,3.526783260468782e-14,0.13617929816246033
GPM6B,0.13614682853221893,1.2224964942851156e-15,3.56158717026902e-14,0.13614682853221893
HSPA1A,-0.13608473539352417,1.2596258239526823e-15,3.648546244986642e-14,0.13608473539352417
ACTB,0.13566341996192932,1.5425894603561977e-15,4.442480336692475e-14,0.13566341996192932
THSD4,0.13560689985752106,1.5850243768107579e-15,4.538604086970691e-14,0.13560689985752106
LRIG1-1,0.13527649641036987,1.8570889868444323e-15,5.287427791521279e-14,0.13527649641036987
HES4,0.13509292900562286,2.027599296101923e-15,5.740282526986856e-14,0.13509292900562286
NDST3,0.13500897586345673,2.1106298806562484e-15,5.941778838184529e-14,0.13500897586345673
FBXO32,-0.1348024308681488,2.329418447809624e-15,6.521070302778786e-14,0.1348024308681488
HES1,-0.13393601775169373,3.5173345767697758e-15,9.791868646774081e-14,0.13393601775169373
SOX4,-0.13325288891792297,4.8584964022432146e-15,1.3450787553392677e-13,0.13325288891792297
PRKG1,-0.13313166797161102,5.1442325717143934e-15,1.416359858069276e-13,0.13313166797161102
DACH1,-0.133113294839859,5.1889599358074715e-15,1.4208676632967892e-13,0.133113294839859
ZNF804A,-0.13308794796466827,5.2512927694276535e-15,1.430121090630542e-13,0.13308794796466827
BRIP1,0.13234014809131622,7.461355425871337e-15,2.021019029137366e-13,0.13234014809131622
PANTR1,-0.13212105631828308,8.267018913769365e-15,2.2272060095106606e-13,0.13212105631828308
NRN1,0.13158120214939117,1.063555053619842e-14,2.849986296090389e-13,0.13158120214939117
LRRC3B,-0.13154911994934082,1.0795626304454649e-14,2.877493798490545e-13,0.13154911994934082
PDE4B,-0.13146241009235382,1.1240222703729489e-14,2.980145818433252e-13,0.13146241009235382
PTCHD4,0.13141369819641113,1.1497838183010214e-14,3.0324035334244306e-13,0.13141369819641113
DMRTA2,-0.13140219449996948,1.1559518713830076e-14,3.032709333769765e-13,0.13140219449996948
TUBA1B,0.1313503384590149,1.1841624821472489e-14,3.0905407281457626e-13,0.1313503384590149
PDLIM3,0.13085713982582092,1.4886683992374013e-14,3.8651385225795946e-13,0.13085713982582092
SMC4,-0.1307513564825058,1.5633851555211254e-14,4.0382077393383294e-13,0.1307513564825058
ADAMTS19,-0.13034281134605408,1.888178525602296e-14,4.852134662458003e-13,0.13034281134605408
NHS,-0.1301494836807251,2.064171363802192e-14,5.277327910210604e-13,0.1301494836807251
PPP2R2B,-0.13013680279254913,2.076262934554595e-14,5.281296225915266e-13,0.13013680279254913
MOB3B,-0.12999726831912994,2.2139996780250282e-14,5.603208276052231e-13,0.12999726831912994
NFIB,-0.12972991168498993,2.503471629622298e-14,6.303968008058963e-13,0.12972991168498993
UNC5D,0.12970712780952454,2.5297948653815643e-14,6.33840103521351e-13,0.12970712780952454
RERE,-0.12944254279136658,2.8561402075768254e-14,7.112828720694283e-13,0.12944254279136658
ARX,-0.12943404912948608,2.8672747986035625e-14,7.112828720694283e-13,0.12943404912948608
MCTP1,0.12849777936935425,4.395994929515875e-14,1.0851394380199039e-12,0.12849777936935425
RSPO1,0.1283579021692276,4.684550136316809e-14,1.150700035935467e-12,0.1283579021692276
ZFPM2,-0.12808942794799805,5.291494755525935e-14,1.2934478156068517e-12,0.12808942794799805
SORCS2,0.12794774770736694,5.642295223355849e-14,1.372502007972629e-12,0.12794774770736694
SOX6,-0.12755872309207916,6.727330512320633e-14,1.6285339708810963e-12,0.12755872309207916
TTYH1,0.12710067629814148,8.269598243465531e-14,1.9922575383656623e-12,0.12710067629814148
PTPRN2,0.12702549993991852,8.553934861169776e-14,2.050897970780945e-12,0.12702549993991852
ZBTB20,-0.126388281583786,1.1383152629791595e-13,2.716237039423128e-12,0.126388281583786
NTNG2,0.12627214193344116,1.198983709606518e-13,2.8474442506342467e-12,0.12627214193344116
MSMO1,0.12605129182338715,1.3232393751850527e-13,3.127713447666179e-12,0.12605129182338715
RUNX1T1,0.12597090005874634,1.3715404835301917e-13,3.2266616727557706e-12,0.12597090005874634
NAV3,0.12539255619049072,1.7739017706094495e-13,4.153748491833622e-12,0.12539255619049072
CRYAB,-0.1252817064523697,1.8633062913975458e-13,4.342803640089815e-12,0.1252817064523697
SEMA3C,-0.12514087557792664,1.9832957567515097e-13,4.601062517167507e-12,0.12514087557792664
KIAA1217,-0.12397819757461548,3.311205344910602e-13,7.646290314906463e-12,0.12397819757461548
PBK,-0.12367479503154755,3.782098617724878e-13,8.69362209789879e-12,0.12367479503154755
RPS5,0.12321269512176514,4.62821735007173e-13,1.0589953032515725e-11,0.12321269512176514
AFF3,-0.12312252819538116,4.813758676439508e-13,1.0964429421653808e-11,0.12312252819538116
ZFHX4,-0.12283969670534134,5.444396984661114e-13,1.2344739045310787e-11,0.12283969670534134
NCAPG,-0.12268532067537308,5.822116085316376e-13,1.3141722388973135e-11,0.12268532067537308
CDH12,-0.12260439991950989,6.030262433311732e-13,1.3550513476827395e-11,0.12260439991950989
NREP,-0.1225847452878952,6.081910626858903e-13,1.3605559888924092e-11,0.1225847452878952
TCF7L2-1,-0.12242493778467178,6.518280763779876e-13,1.4516935514355982e-11,0.12242493778467178
FOXG1,-0.12240332365036011,6.579610409077727e-13,1.458868484950818e-11,0.12240332365036011
TMEM108,-0.12217533588409424,7.262012098394859e-13,1.603081172909984e-11,0.12217533588409424
ZFP36L1,-0.12158367782831192,9.37357609042538e-13,2.0601311311018236e-11,0.12158367782831192
ID4,-0.12143346667289734,9.99913738171075e-13,2.1880208480241296e-11,0.12143346667289734
GRID2,0.12037345767021179,1.5738996747500459e-12,3.4290483783358606e-11,0.12037345767021179
SRGAP3,-0.12027906626462936,1.638466542565875e-12,3.5542665994794806e-11,0.12027906626462936
CCND1,0.11975705623626709,2.0452839168998684e-12,4.417636942924672e-11,0.11975705623626709
NEIL3,-0.11965997517108917,2.1311802739671127e-12,4.583409593497511e-11,0.11965997517108917
MEG3,0.11952222883701324,2.2591551443272227e-12,4.8378745419759456e-11,0.11952222883701324
TMSB4X,0.1192951574921608,2.4867490528320826e-12,5.30259553350705e-11,0.1192951574921608
PTPRM,-0.11905647069215775,2.750207804900422e-12,5.83953021625255e-11,0.11905647069215775
MGAT4C,0.11790385842323303,4.459971891854621e-12,9.429923692018356e-11,0.11790385842323303
RORA,-0.11785750836133957,4.54708643598674e-12,9.573718542323343e-11,0.11785750836133957
RPL13A,0.1173693835735321,5.571970049644769e-12,1.1682486158481147e-10,0.1173693835735321
LINC01091,-0.11722087115049362,5.926451933517986e-12,1.2370276796031675e-10,0.11722087115049362
PRICKLE2,-0.11721156537532806,5.949384769195039e-12,1.2370276796031675e-10,0.11721156537532806
SORCS1,0.11686725914478302,6.861797361441865e-12,1.4208457263712888e-10,0.11686725914478302
LHX2,-0.11684517562389374,6.92478308771276e-12,1.4279871626554997e-10,0.11684517562389374
CELF2,-0.11626828461885452,8.786331955871113e-12,1.8044389111012357e-10,0.11626828461885452
VSTM2A,0.11624713242053986,8.86317439739886e-12,1.8121611787609301e-10,0.11624713242053986
TENM4,-0.1162380799651146,8.896261224809197e-12,1.8121611787609301e-10,0.1162380799651146
DOK6,-0.11568789184093475,1.115132117528408e-11,2.262318640054596e-10,0.11568789184093475
ID2,-0.1154945120215416,1.206990514756876e-11,2.4388022054220587e-10,0.1154945120215416
RSPO2,-0.11542840301990509,1.2400613357519399e-11,2.495561186125691e-10,0.11542840301990509
POU6F2,0.11502787470817566,1.4602429658804758e-11,2.9269110008108256e-10,0.11502787470817566
HMGN3,-0.11482036858797073,1.5889263628090302e-11,3.172155380094044e-10,0.11482036858797073
NEUROG2,-0.11456666886806488,1.76140324563345e-11,3.5025363745512775e-10,0.11456666886806488
DANT2,-0.11453507840633392,1.7841230763643033e-11,3.533691990380049e-10,0.11453507840633392
ZNF521,-0.11441954225301743,1.8696855815255332e-11,3.688580491741908e-10,0.11441954225301743
ANK3,0.11439692974090576,1.8868955162559052e-11,3.7079346791993494e-10,0.11439692974090576
RPL3,0.1142427921295166,2.008407377484229e-11,3.931300534599012e-10,0.1142427921295166
BNIP3,-0.11293984204530716,3.3925544418705384e-11,6.614821131600493e-10,0.11293984204530716
TCIM,-0.11212079226970673,4.702508540122741e-11,9.13343809866475e-10,0.11212079226970673
DPP6,0.11205440014600754,4.8281374187665185e-11,9.341234210594217e-10,0.11205440014600754
CTNND2,-0.11201600730419159,4.902276845693399e-11,9.448195874526777e-10,0.11201600730419159
KALRN,-0.11196191608905792,5.008623267528358e-11,9.616172871105212e-10,0.11196191608905792
PTPRK,-0.11170307546854019,5.549556541321019e-11,1.061405642311436e-09,0.11170307546854019
RFC3,0.11148400604724884,6.051672114934908e-11,1.1530391242562289e-09,0.11148400604724884
COL11A1,-0.11090993136167526,7.58765037429872e-11,1.4402165161216245e-09,0.11090993136167526
DELEC1,-0.11079534888267517,7.936961507441983e-11,1.5008344948600672e-09,0.11079534888267517
DDAH2,-0.11046400666236877,9.037894663054472e-11,1.7025898555099987e-09,0.11046400666236877
BCL11A,-0.10960572957992554,1.2630569597445209e-10,2.370478810966215e-09,0.10960572957992554
TMEM132C,-0.10946574807167053,1.3335962332653856e-10,2.493526389885391e-09,0.10946574807167053
SP8,-0.10907301306724548,1.5526841818916967e-10,2.8923793440369113e-09,0.10907301306724548
NUCKS1,-0.10858451575040817,1.8746688998479223e-10,3.479246613754792e-09,0.10858451575040817
IER2,-0.1083921566605568,2.01861320283781e-10,3.732572235948438e-09,0.1083921566605568
TMEM163,-0.10811734199523926,2.243142706087551e-10,4.132495625075264e-09,0.10811734199523926
SOX3,-0.1078314483165741,2.502571227474563e-10,4.593547406913932e-09,0.1078314483165741
DCT,-0.10735785961151123,2.998120854197543e-10,5.483059708169302e-09,0.10735785961151123
CYP26A1,-0.10731220245361328,3.050672692193692e-10,5.558880312939123e-09,0.10731220245361328
MDK,-0.10729845613241196,3.0666701868234926e-10,5.5677841689030875e-09,0.10729845613241196
MORF4L2,-0.10658521205186844,4.019147304188089e-10,7.270739040175637e-09,0.10658521205186844
LINC02306,0.10637280344963074,4.354801129565166e-10,7.849607359802534e-09,0.10637280344963074
LHX9,0.10593421012163162,5.136669204267864e-10,9.225752466876798e-09,0.10593421012163162
NRG1-1,-0.1057904064655304,5.421651318374311e-10,9.70281955584774e-09,0.1057904064655304
MBNL2,-0.10567769408226013,5.655744651060806e-10,1.0085742507639039e-08,0.10567769408226013
NPAS3,0.10550105571746826,6.042569143706927e-10,1.073734538266504e-08,0.10550105571746826
SORCS3,-0.1053413674235344,6.41439962121082e-10,1.135779381692135e-08,0.1053413674235344
BCL11B,-0.10509967803955078,7.019965732284914e-10,1.2386284607211163e-08,0.10509967803955078
HS3ST4,-0.10469214618206024,8.169567084632821e-10,1.4364105495121076e-08,0.10469214618206024
HMGB2,-0.10460977256298065,8.423289081790575e-10,1.475842712896943e-08,0.10460977256298065
KIF15,-0.10445454716682434,8.922446413636125e-10,1.5578529260881753e-08,0.10445454716682434
LIM2,-0.10442709922790527,9.013661380466424e-10,1.5683144853304603e-08,0.10442709922790527
CENPK,0.10435087978839874,9.271746751038631e-10,1.607637472991508e-08,0.10435087978839874
PGM5,-0.10429112613201141,9.479101423863678e-10,1.6379233529303754e-08,0.10429112613201141
PBX1,-0.10414816439151764,9.993716277368794e-10,1.7209110744293824e-08,0.10414816439151764
TNFAIP8L1,-0.10407200455665588,1.027888152252669e-09,1.7639546338829192e-08,0.10407200455665588
ELP4,-0.10356710106134415,1.238029055788503e-09,2.117325460258085e-08,0.10356710106134415
PDE1A,0.10308408737182617,1.4779355086236947e-09,2.5190254536439913e-08,0.10308408737182617
FABP5P1,0.10300324857234955,1.5222839642596748e-09,2.5858186253916038e-08,0.10300324857234955
HMGB3,-0.10294546186923981,1.5547778007944443e-09,2.6320917431692434e-08,0.10294546186923981
MIR325HG,0.10259337723255157,1.767858999634291e-09,2.982741228002503e-08,0.10259337723255157
RASSF9,-0.10251422226428986,1.8195426150781552e-09,3.0596402832740385e-08,0.10251422226428986
ACTG1,-0.10216940939426422,2.062379194555113e-09,3.4563819879316625e-08,0.10216940939426422
LEF1,-0.10213479399681091,2.0884326258204135e-09,3.488378629328697e-08,0.10213479399681091
TPBG,-0.10190920531749725,2.266245149297617e-09,3.7728087850931426e-08,0.10190920531749725
MGST1,0.10185844451189041,2.308242079348427e-09,3.830000350865883e-08,0.10185844451189041
MAB21L1,0.10173753648996353,2.4113504293368373e-09,3.9878801984841226e-08,0.10173753648996353
HOPX,-0.10156051814556122,2.570440030633065e-09,4.236998353125753e-08,0.10156051814556122
ENC1,-0.1006680354475975,3.541501190376242e-09,5.8153231723324654e-08,0.1006680354475975
DCC,0.10066041350364685,3.5511652179878956e-09,5.8153231723324654e-08,0.10066041350364685
STXBP5L,0.10055845975875854,3.6829281182879344e-09,6.011450423694084e-08,0.10055845975875854
NFIA-AS2,-0.10033676028251648,3.986075164515552e-09,6.485137223827089e-08,0.10033676028251648
PRTG,-0.0998239517211914,4.783253397998139e-09,7.756919992675947e-08,0.0998239517211914
CENPP,0.0996779128909111,5.037324810777265e-09,8.142591815098347e-08,0.0996779128909111
ZIC2,-0.09958086162805557,5.213379143727961e-09,8.400078099427914e-08,0.09958086162805557
GULP1,-0.09947559237480164,5.411106456255219e-09,8.690722580863751e-08,0.09947559237480164
BCAS3,-0.0994265004992485,5.505791011541398e-09,8.81454273445174e-08,0.0994265004992485
CD9,-0.09916059672832489,6.047317743355181e-09,9.650671723551851e-08,0.09916059672832489
LINC01515,-0.09895993024110794,6.4899293753923615e-09,1.0324138444473372e-07,0.09895993024110794
MTUS2,0.09843331575393677,7.80658412849114e-09,1.2379364894895287e-07,0.09843331575393677
ZNF608,-0.09812051057815552,8.707948517507411e-09,1.3749848334458238e-07,0.09812051057815552
TRIOBP,-0.09811466932296753,8.725706985347676e-09,1.3749848334458238e-07,0.09811466932296753
SEMA3A,-0.09807080030441284,8.860205985035003e-09,1.3918022630410784e-07,0.09807080030441284
EYA4,-0.09794428199529648,9.259482613820982e-09,1.4499771055580295e-07,0.09794428199529648
VIT,0.09722717106342316,1.1875131152492148e-08,1.8537782618423103e-07,0.09722717106342316
WWOX,0.09692049026489258,1.32012171768642e-08,2.054388176188401e-07,0.09692049026489258
SPATA13,-0.09673675894737244,1.4063410026841786e-08,2.1817878527710278e-07,0.09673675894737244
SCN1A,-0.09585428237915039,1.902666704554149e-08,2.942673721148408e-07,0.09585428237915039
EMX2,-0.09580736607313156,1.9333445619816883e-08,2.9809198769508434e-07,0.09580736607313156
JPT1,-0.09563005715608597,2.0536785785959266e-08,3.156743361148524e-07,0.09563005715608597
RTKN2,-0.09549155086278915,2.152704442135729e-08,3.298838519737657e-07,0.09549155086278915
PLS3,-0.09493442624807358,2.5999296518589267e-08,3.9720266723978907e-07,0.09493442624807358
RIMS2,0.09466442465782166,2.8478985665465514e-08,4.337635172329717e-07,0.09466442465782166
RAMP3,-0.09406101703643799,3.4877819088451066e-08,5.296143983400857e-07,0.09406101703643799
TUBA1A,0.09315292537212372,4.720652941707905e-08,7.146583652839368e-07,0.09315292537212372
LDHA,-0.09305539727210999,4.875814533613926e-08,7.35924898431909e-07,0.09305539727210999
ADAMTS9-AS2,-0.09281396865844727,5.281469979623182e-08,7.947581401769298e-07,0.09281396865844727
H2AX,-0.09273166209459305,5.427094671312228e-08,8.142266885612447e-07,0.09273166209459305
FSTL5,0.09265520423650742,5.565850997124155e-08,8.325516222862431e-07,0.09265520423650742
CRYGC,0.09245626628398895,5.943181199898054e-08,8.863476485919391e-07,0.09245626628398895
TAFA4,0.09237993508577347,6.094440238166011e-08,9.062089030697295e-07,0.09237993508577347
ROBO1,0.09203019738197327,6.836495460706951e-08,1.0135407915267022e-06,0.09203019738197327
SOX9,-0.09194395691156387,7.032508131685703e-08,1.0395250220612702e-06,0.09194395691156387
PLPPR1,-0.09185093641281128,7.250029416319378e-08,1.0685263942698942e-06,0.09185093641281128
H1-10,-0.09179745614528656,7.378023162221811e-08,1.0842015855100734e-06,0.09179745614528656
RPL39,0.09174948930740356,7.494680519877626e-08,1.098124096055754e-06,0.09174948930740356
NRG3,0.09170060604810715,7.615403068175372e-08,1.1125593228754166e-06,0.09170060604810715
TFAP2C,-0.09145494550466537,8.25115590071292e-08,1.2019343668160593e-06,0.09145494550466537
TOX2,0.09122592210769653,8.889921049864967e-08,1.29122882263401e-06,0.09122592210769653
LINC01748,-0.09109190106391907,9.285643179335475e-08,1.3448080338627186e-06,0.09109190106391907
